substrate,eps_r,tan_delta,h_mm,h_over_lambda0,W_mm,L_mm,area_mm2,eps_eff,R_edge_ohm,matchable_by_inset,inset_mm,Q_rad,Q_c,Q_d,Q_t,efficiency,bandwidth_pct,directivity_dBi,gain_dBi,in_thin_substrate_range
FR-4,4.4,0.02,1.835423,0.014949152542372883,37.36006548502783,28.819376560048262,1076.6937955210792,4.04838482001688,148.1702347818406,True,8.723598944014764,56.278855204537265,1372.3994753581994,50.0,25.975838479131262,0.4615559144678028,2.7221713515675274,6.093354573835721,2.7355977785684,True
FR-4,4.4,0.02,1.933229,0.015745762711864408,37.36006548502783,28.780436873239097,1075.2390062719223,4.035254575087613,152.52807894901085,True,8.805545502514457,53.32833772707118,1445.5318737049515,50.0,25.352691866840118,0.4754075027913401,2.789079860538605,6.096752359421385,2.867412673418006,True
FR-4,4.4,0.02,2.031035,0.016542372881355932,37.36006548502783,28.740478200842677,1073.7461476544972,4.022500585659243,156.6759845157967,True,8.878181150771349,50.65955631141413,1518.6642720517036,50.0,24.753648187431423,0.4886274178018051,2.856576167516258,6.1000735030005915,2.9898518269996233,True
FR-4,4.4,0.02,2.128841,0.01733898305084746,37.36006548502783,28.699550172337094,1072.2170738293557,4.0101052185942985,160.6280740696213,True,8.94273492441455,48.23380839368675,1591.7966703984557,50.0,24.177618351381785,0.5012587468533037,2.924633840694898,6.103321011268939,3.1039406516307344,True
FR-4,4.4,0.02,2.226646,0.018135593220338985,37.36006548502783,28.657699487748147,1070.6535295125193,3.9980519764055744,164.39721433322828,True,9.000220388786433,46.01918431706049,1664.9290687452078,50.0,23.623520036643242,0.5133406944782678,2.9932321766183994,6.106497723047243,3.2105546611315634,True
FR-4,4.4,0.02,2.324452,0.01893220338983051,37.36006548502783,28.61497013575246,1069.0571581238278,3.986325404915876,167.9951533039555,True,9.051481926561456,43.989138697286,1738.06146709196,50.0,23.090295234750172,0.5249090097818799,3.062354948950629,6.1096063213907525,3.31044659403257,True
FR-4,4.4,0.02,2.422258,0.019728813559322034,37.36006548502783,28.57140359207337,1067.4295091990207,3.974911009931735,171.43264003169082,True,9.097229421304608,42.12140785970942,1811.193865438712,50.0,22.576921268039325,0.5359963594577504,3.131986592791485,6.112649344632322,3.404267743933538,True
FR-4,4.4,0.02,2.520064,0.02052542372881356,37.36006548502783,28.52703900025736,1065.772045143558,3.9637951819093162,174.71952945816096,True,9.13806462793566,40.39717933239901,1884.326263785464,50.0,22.082417354353257,0.5466326540438159,3.202117938699778,6.115629196469871,3.492584911080112,True
FR-4,4.4,0.02,2.61787,0.021322033898305084,37.36006548502783,28.48191333666601,1064.08614739673,3.952965127722095,177.86487439001323,True,9.17450148779319,38.80044747953053,1957.4586621322162,50.0,21.60584813339458,0.5568453339305663,3.272744106209982,6.118548155195407,3.575894003735452,True
FR-4,4.4,0.02,2.715676,0.022118644067796615,37.36006548502783,28.43606156130022,1062.373122066459,3.9424088087524125,180.87700637413943,True,9.206981966191686,37.31750835064374,2030.5910604789685,50.0,21.146325126489643,0.5666596206744028,3.3438592230097983,6.121408382151517,3.654631047774381,True
FR-4,4.4,0.02,2.813482,0.02291525423728814,37.36006548502783,28.38951675588384,1060.634205088115,3.9321148846257126,183.76360698299138,True,9.235888533892208,35.9365598710371,2103.7234588257206,50.0,20.70300680224729,0.576098738347317,3.4154589099979726,6.124211929491443,3.729181170744762,True
FR-4,4.4,0.02,2.911288,0.023711864406779665,37.36006548502783,28.342310250469634,1058.8705669545213,3.922072661989545,186.53177079567448,True,9.26155410169481,34.647382602585346,2176.8558571724725,50.0,20.27509771592481,0.5851841089552291,3.4875369779312027,6.126960747310175,3.799885988029499,True
FR-4,4.4,0.02,3.009094,0.02450847457627119,37.36006548502783,28.294471739687268,1057.0833170589858,3.912272047811353,189.18806117236568,True,9.284270000217287,33.4410827451066,2249.988255519225,50.0,19.861847048993226,0.5939355253651167,3.5601433344806734,6.129656690206619,3.867049717494652,True
FR-4,4.4,0.02,3.1069,0.025305084745762714,37.36006548502783,28.246029389627992,1055.2735076885226,3.9027035067313403,191.7385597602746,True,9.30429244358038,32.30988366444156,2323.1206538659767,50.0,19.46254677701399,0.6023713046801643,3.6331780267906835,6.132301523330209,3.9309442741827896,True
FR-4,4.4,0.02,3.204706,0.02610169491525424,37.36006548502783,28.197009936251458,1053.442137700335,3.893358022060775,194.18891053458637,True,9.321847805905312,31.246955581555646,2396.253052212729,50.0,19.076529624975716,0.610508424578686,3.7066903831093705,6.134896927959686,3.9918135407079545,True
FR-4,4.4,0.02,3.302512,0.026898305084745767,37.36006548502783,28.147438776104195,1051.5901559110646,3.8842270600630866,196.54435906376946,True,9.337136959871282,30.246275512724885,2469.385450559481,50.0,18.70316692062374,0.6183626447744003,3.7806803133276454,6.13744450665666,4.04987696682082,True
FR-4,4.4,0.02,3.400318,0.02769491525423729,37.36006548502783,28.097340050055205,1049.7184642251577,3.8753025371961325,198.80978759202443,True,9.350338868106846,29.302511370902547,2542.517848906233,50.0,18.34186642189499,0.6259486154524114,3.855148214576798,6.139945788032087,4.105332619474775,True
FR-4,4.4,0.02,3.498124,0.028491525423728816,37.36006548502783,28.046736720679917,1047.8279205259366,3.86657679002981,200.98974644970303,True,9.361613574791823,28.410925500427876,2615.650247252985,50.0,17.99207017012946,0.6332799742781521,3.9300948936020084,6.142402231159959,4.158359780026178,True
FR-4,4.4,0.02,3.59593,0.02928813559322034,37.36006548502783,27.99565064385844,1045.919341350513,3.8580425475845717,203.0884822328983,True,9.371104712307076,27.56729394589105,2688.7826455997374,50.0,17.653252403349054,0.6403694333581952,4.005521502646607,6.144815229668923,4.2091211660658745,True
FR-4,4.4,0.02,3.693736,0.030084745762711865,37.36006548502783,27.944102635096364,1043.9935043675391,3.8496929058639164,205.10996313413483,True,9.378941613138576,26.767838539494075,2761.9150439464893,50.0,17.32491755154007,0.6472288573460411,4.081479486279523,6.147186115539533,4.257764840437609,True
FR-4,4.4,0.02,3.791542,0.030881355932203394,37.36006548502783,27.892112531025045,1042.0511506748612,3.841521304378113,207.05790175552585,True,9.385241098430424,26.00916949287565,2835.0474422932416,50.0,17.006598327113622,0.6538693337275538,4.157870537132707,6.1495161626320805,4.3044258582476616,True
FR-4,4.4,0.02,3.889348,0.03167796610169492,37.36006548502783,27.839699246493122,1040.0929869324632,3.8335215044777553,208.93577569253983,True,9.390109000094208,25.288236644840154,2908.1798406399935,50.0,16.697853917535525,0.6603012361853462,4.2347465589308495,6.151806589967549,4.349227693365106,True
FR-4,4.4,0.02,3.987154,0.03247457627118644,37.36006548502783,27.786880827620738,1038.1196873445751,3.8256875693345176,210.74684613949373,True,9.393641462137525,24.602287879146743,2981.312238986746,50.0,16.398268282790585,0.6665342818254718,4.312109635515428,6.154058564782013,4.392283478496068,True
FR-4,4.4,0.02,4.08496,0.033271186440677974,37.36006548502783,27.73367450115193,1036.1318955034828,3.8180138454231436,212.4941747360951,True,9.395926058082068,23.948833511073953,3054.444637333498,50.0,16.107448557357106,0.6725775829502934,4.389962004819409,6.156273205372994,4.433697086969593,True
FR-4,4.4,0.02,4.182766,0.034067796610169496,37.36006548502783,27.680096720408763,1034.1302261063754,3.8104949453734003,214.18063884699814,True,9.39704275441916,23.325615666155347,3127.57703568025,50.0,15.825023554343451,0.6784396939757953,4.468306036946424,6.158451583754384,4.473564079577324,True
FR-4,4.4,0.02,4.280572,0.03486440677966102,37.36006548502783,27.626163208122247,1032.115266555514,3.8031257320738194,215.80894544275077,True,9.397064744564409,22.730581852962153,3200.709434027002,50.0,15.55064236810956,0.6841286540178498,4.547144215666309,6.160594728135187,4.511972535921467,True
FR-4,4.4,0.02,4.378378,0.035661016949152545,37.36006548502783,27.571888996389767,1030.08757845104,3.795901303920636,217.3816437301147,True,9.396059173398063,22.161862074410315,3273.841832373754,50.0,15.283973070866269,0.6896520256081842,4.626479122764534,6.162703625235849,4.549003786556373,True
FR-4,4.4,0.02,4.476184,0.03645762711864407,37.36006548502783,27.517288463985196,1028.0476989848878,3.7888169811156915,218.90113666208694,True,9.394087768968234,21.617748936630015,3346.9742307205065,50.0,15.024701498272217,0.69501692994564,4.706284618809832,6.164779222454692,4.584733059613656,True
FR-4,4.4,0.02,4.57399,0.0372542372881356,37.36006548502783,27.462375371228454,1025.9961422435108,3.781868292926262,220.3696914426207,True,9.391207395103645,21.096680306953335,3420.106629067259,50.0,14.772530118828337,0.7002300790404168,4.786617974118931,6.166822429895942,4.619230053464854,True
FR-4,4.4,0.02,4.671796,0.038050847457627116,37.36006548502783,27.407162892601797,1023.933400426428,3.775050965828014,221.7894491277146,True,9.38747053638691,20.5972241476619,3493.2390274140103,50.0,14.527176981826848,0.7052978050673835,4.867464915999456,6.168834122269738,4.652559445210201,True
